"","site","long","lat"
"495","FHM 2168 Ertebølle",9.1845656,56.8142288
"496","FHM 2168 Ertebølle",9.1845656,56.8142288
"497","FHM 2168 Ertebølle",9.1845656,56.8142288
"498","FHM 2168 Ertebølle",9.1845656,56.8142288
"499","FHM 2168 Ertebølle",9.1845656,56.8142288
"500","FHM 2168 Ertebølle",9.1845656,56.8142288
"501","FHM 2168 Ertebølle",9.1845656,56.8142288
"502","FHM 2168 Ertebølle",9.1845656,56.8142288
"503","FHM 2168 Ertebølle",9.1845656,56.8142288
"504","FHM 2168 Ertebølle",9.1845656,56.8142288
"505","FHM 2168 Ertebølle",9.1845656,56.8142288
"506","FHM 2168 Ertebølle",9.1845656,56.8142288
"507","FHM 2168 Ertebølle",9.1845656,56.8142288
"508","FHM 2168 Ertebølle",9.1845656,56.8142288
"509","FHM 2168 Ertebølle",9.1845656,56.8142288
"510","FHM 2168 Ertebølle",9.1845656,56.8142288
"511","FHM 2168 Ertebølle",9.1845656,56.8142288
"512","FHM 2168 Ertebølle",9.1845656,56.8142288
"513","FHM 2168 Ertebølle",9.1845656,56.8142288
"514","FHM 2168 Ertebølle",9.1845656,56.8142288
"515","FHM 2168 Ertebølle",9.1845656,56.8142288
"516","FHM 2168 Ertebølle",9.1845656,56.8142288
"517","FHM 2168 Ertebølle",9.1845656,56.8142288
"518","FHM 2168 Ertebølle",9.1845656,56.8142288
"519","FHM 2168 Ertebølle",9.1845656,56.8142288
"520","FHM 2168 Ertebølle",9.1845656,56.8142288
"521","FHM 2168 Ertebølle",9.1845656,56.8142288
"522","FHM 2168 Ertebølle",9.1845656,56.8142288
"523","FHM 2168 Ertebølle",9.1845656,56.8142288
"524","FHM 2168 Ertebølle",9.1845656,56.8142288
"525","FHM 2168 Ertebølle",9.1845656,56.8142288
"526","FHM 2168 Ertebølle",9.1845656,56.8142288
"527","FHM 2168 Ertebølle",9.1845656,56.8142288
"528","FHM 2168 Ertebølle",9.1845656,56.8142288
"529","FHM 2168 Ertebølle",9.1845656,56.8142288
"530","FHM 2168 Ertebølle",9.1845656,56.8142288
"531","FHM 2168 Ertebølle",9.1845656,56.8142288
"532","FHM 2168 Ertebølle",9.1845656,56.8142288
"533","FHM 2168 Ertebølle",9.1845656,56.8142288
"534","FHM 2168 Ertebølle",9.1845656,56.8142288
"535","FHM 2168 Ertebølle",9.1845656,56.8142288
"536","FHM 2168 Ertebølle",9.1845656,56.8142288
"537","FHM 2168 Ertebølle",9.1845656,56.8142288
"538","FHM 2168 Ertebølle",9.1845656,56.8142288
"539","FHM 2168 Ertebølle",9.1845656,56.8142288
"540","FHM 2168 Ertebølle",9.1845656,56.8142288
"541","FHM 2168 Ertebølle",9.1845656,56.8142288
"542","FHM 2168 Ertebølle",9.1845656,56.8142288
"543","FHM 2168 Ertebølle",9.1845656,56.8142288
"544","FHM 2168 Ertebølle",9.1845656,56.8142288
"545","FHM 2168 Ertebølle",9.1845656,56.8142288
"546","FHM 2168 Ertebølle",9.1845656,56.8142288
"547","FHM 2168 Ertebølle",9.1845656,56.8142288
"548","FHM 2168 Ertebølle",9.1845656,56.8142288
"549","FHM 2168 Ertebølle",9.1845656,56.8142288
"550","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"551","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"552","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"553","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"554","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"555","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"556","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"557","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"558","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"559","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"560","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"561","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"562","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"563","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"564","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"565","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"566","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"567","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"568","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"569","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"570","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"571","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"572","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"573","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"574","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"575","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"576","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"577","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"578","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"579","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"580","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"581","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"582","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"583","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"584","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"585","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"586","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"587","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"588","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"589","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"590","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"591","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"592","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"593","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"594","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"595","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"596","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"597","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"598","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"599","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"600","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"601","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"602","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"603","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"604","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"605","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"606","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"607","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"608","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"609","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"610","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"611","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"612","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"613","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"614","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"615","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"616","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"617","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"618","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"619","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"620","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"621","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"622","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"623","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"624","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"625","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"626","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"627","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"628","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"629","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"630","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"631","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"632","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"633","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"634","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"635","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"636","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"637","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"638","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"639","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"640","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"641","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"642","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"643","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"644","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"645","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"646","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"647","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"648","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"649","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"650","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"651","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"652","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"653","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"654","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"655","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"656","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"657","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"658","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"659","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"660","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"661","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"662","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"663","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"664","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"665","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"666","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"667","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"668","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"669","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"670","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"671","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"672","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"673","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"674","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"675","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"676","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"677","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"678","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"679","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"680","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"681","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"682","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"683","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"684","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"685","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"686","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"687","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"688","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"689","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"690","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"691","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"692","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"693","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"694","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"695","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"696","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"697","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"698","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"699","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"700","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"701","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"702","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"703","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"704","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"705","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"706","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"707","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"708","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"709","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"710","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"711","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"712","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"713","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"714","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"715","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"716","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"717","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"718","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"719","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"720","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"721","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"722","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"723","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"724","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"725","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"726","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"727","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"728","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"729","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"730","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"731","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"732","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"733","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"734","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"735","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"736","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"737","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"738","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"739","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"740","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"741","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"742","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"743","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"744","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"745","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"746","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"747","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"748","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"749","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"750","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"751","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"752","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"753","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"754","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"755","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"756","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"757","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"758","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"759","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"760","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"761","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"762","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"763","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"764","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"765","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"766","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"767","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"768","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"769","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"770","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"771","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"772","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"773","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"774","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"775","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"776","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"777","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"778","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"779","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"780","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"781","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"782","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"783","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"784","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"785","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"786","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"787","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"788","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"789","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"790","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"791","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"792","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"793","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"794","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"795","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"796","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"797","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"798","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"799","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"800","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"801","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"802","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"803","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"804","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"805","FHM 4383 Krabbesholm II",9.0511528,56.5729156
"806","FHM 1395 Kalvø",NA,NA
"807","FHM 1395 Kalvø",NA,NA
"808","FHM 1395 Kalvø",NA,NA
"809","FHM 1395 Kalvø",NA,NA
"810","FHM 1395 Kalvø",NA,NA
"811","FHM 1395 Kalvø",NA,NA
"812","FHM 1395 Kalvø",NA,NA
"813","FHM 1395 Kalvø",NA,NA
"814","FHM 1395 Kalvø",NA,NA
"815","FHM 1395 Kalvø",NA,NA
"816","FHM 1395 Kalvø",NA,NA
"817","FHM 1395 Kalvø",NA,NA
"818","FHM 1395 Kalvø",NA,NA
"819","FHM 1395 Kalvø",NA,NA
"820","FHM 1395 Kalvø",NA,NA
"821","FHM 1395 Kalvø",NA,NA
"822","FHM 1395 Kalvø",NA,NA
"823","FHM 1395 Kalvø",NA,NA
"824","FHM 1395 Kalvø",NA,NA
"825","FHM 1395 Kalvø",NA,NA
"826","FHM 1395 Kalvø",NA,NA
"827","FHM 1395 Kalvø",NA,NA
"828","FHM 1395 Kalvø",NA,NA
"829","FHM 1395 Kalvø",NA,NA
"830","FHM 1395 Kalvø",NA,NA
"831","FHM 1395 Kalvø",NA,NA
"832","FHM 1395 Kalvø",NA,NA
"833","FHM 1395 Kalvø",NA,NA
"834","FHM 1395 Kalvø",NA,NA
"835","FHM 1395 Kalvø",NA,NA
"836","FHM 1395 Kalvø",NA,NA
"837","FHM 1395 Kalvø",NA,NA
"838","FHM 1395 Kalvø",NA,NA
"839","FHM 2718 Lystrup Enge",NA,NA
"840","FHM 2718 Lystrup Enge",NA,NA
"841","FHM 2718 Lystrup Enge",NA,NA
"842","FHM 2718 Lystrup Enge",NA,NA
"843","FHM 2718 Lystrup Enge",NA,NA
"844","FHM 2718 Lystrup Enge",NA,NA
"845","FHM 2718 Lystrup Enge",NA,NA
"846","FHM 2718 Lystrup Enge",NA,NA
"847","FHM 2718 Lystrup Enge",NA,NA
"848","FHM 2718 Lystrup Enge",NA,NA
"849","FHM 2718 Lystrup Enge",NA,NA
"850","FHM 1734 Norsminde",10.2613782,56.0256266
"851","FHM 1734 Norsminde",10.2613782,56.0256266
"852","FHM 1734 Norsminde",10.2613782,56.0256266
"853","FHM 1734 Norsminde",10.2613782,56.0256266
"854","FHM 1734 Norsminde",10.2613782,56.0256266
"855","FHM 1734 Norsminde",10.2613782,56.0256266
"856","FHM 1734 Norsminde",10.2613782,56.0256266
"857","FHM 1734 Norsminde",10.2613782,56.0256266
"858","FHM 1734 Norsminde",10.2613782,56.0256266
"859","FHM 1734 Norsminde",10.2613782,56.0256266
"860","FHM 1734 Norsminde",10.2613782,56.0256266
"861","FHM 1734 Norsminde",10.2613782,56.0256266
"862","FHM 1734 Norsminde",10.2613782,56.0256266
"863","FHM 1734 Norsminde",10.2613782,56.0256266
"864","FHM 1734 Norsminde",10.2613782,56.0256266
"865","FHM 1734 Norsminde",10.2613782,56.0256266
"866","FHM 1734 Norsminde",10.2613782,56.0256266
"867","FHM 1734 Norsminde",10.2613782,56.0256266
"868","FHM 1734 Norsminde",10.2613782,56.0256266
"869","FHM 1734 Norsminde",10.2613782,56.0256266
"870","FHM 1734 Norsminde",10.2613782,56.0256266
"871","FHM 1734 Norsminde",10.2613782,56.0256266
"872","FHM 1734 Norsminde",10.2613782,56.0256266
"873","FHM 1734 Norsminde",10.2613782,56.0256266
"874","FHM 1734 Norsminde",10.2613782,56.0256266
"875","FHM 1734 Norsminde",10.2613782,56.0256266
"876","FHM 1734 Norsminde",10.2613782,56.0256266
"877","FHM 1734 Norsminde",10.2613782,56.0256266
"878","FHM 1734 Norsminde",10.2613782,56.0256266
"879","FHM 1734 Norsminde",10.2613782,56.0256266
"880","FHM 1734 Norsminde",10.2613782,56.0256266
"881","FHM 1734 Norsminde",10.2613782,56.0256266
"882","FHM 1734 Norsminde",10.2613782,56.0256266
"883","FHM 1734 Norsminde",10.2613782,56.0256266
"884","FHM 1734 Norsminde",10.2613782,56.0256266
"885","FHM 1734 Norsminde",10.2613782,56.0256266
"886","FHM 1734 Norsminde",10.2613782,56.0256266
"887","FHM 1734 Norsminde",10.2613782,56.0256266
"888","FHM 1734 Norsminde",10.2613782,56.0256266
"889","FHM 1734 Norsminde",10.2613782,56.0256266
"890","FHM 1734 Norsminde",10.2613782,56.0256266
"891","FHM 1734 Norsminde",10.2613782,56.0256266
"892","FHM 1734 Norsminde",10.2613782,56.0256266
"893","FHM 1734 Norsminde",10.2613782,56.0256266
"894","FHM 1734 Norsminde",10.2613782,56.0256266
"895","FHM 1734 Norsminde",10.2613782,56.0256266
"896","FHM 1734 Norsminde",10.2613782,56.0256266
"897","FHM 1734 Norsminde",10.2613782,56.0256266
"898","FHM 1734 Norsminde",10.2613782,56.0256266
"899","FHM 1734 Norsminde",10.2613782,56.0256266
"900","FHM 1734 Norsminde",10.2613782,56.0256266
"901","FHM 1734 Norsminde",10.2613782,56.0256266
"902","FHM 1734 Norsminde",10.2613782,56.0256266
"903","FHM 1734 Norsminde",10.2613782,56.0256266
"904","FHM 1734 Norsminde",10.2613782,56.0256266
"905","FHM 1734 Norsminde",10.2613782,56.0256266
"906","FHM 1734 Norsminde",10.2613782,56.0256266
"907","FHM 1734 Norsminde",10.2613782,56.0256266
"908","FHM 1734 Norsminde",10.2613782,56.0256266
"909","FHM 1734 Norsminde",10.2613782,56.0256266
"910","FHM 1734 Norsminde",10.2613782,56.0256266
"911","FHM 1734 Norsminde",10.2613782,56.0256266
"912","FHM 1734 Norsminde",10.2613782,56.0256266
"913","FHM 1734 Norsminde",10.2613782,56.0256266
"914","FHM 1734 Norsminde",10.2613782,56.0256266
"915","FHM 1734 Norsminde",10.2613782,56.0256266
"916","FHM 1734 Norsminde",10.2613782,56.0256266
"917","FHM 1734 Norsminde",10.2613782,56.0256266
"918","FHM 1734 Norsminde",10.2613782,56.0256266
"919","FHM 1734 Norsminde",10.2613782,56.0256266
"920","FHM 1734 Norsminde",10.2613782,56.0256266
"921","FHM 1734 Norsminde",10.2613782,56.0256266
"922","FHM 1734 Norsminde",10.2613782,56.0256266
"923","FHM 1734 Norsminde",10.2613782,56.0256266
"924","FHM 1734 Norsminde",10.2613782,56.0256266
"925","FHM 1734 Norsminde",10.2613782,56.0256266
"926","FHM 1734 Norsminde",10.2613782,56.0256266
"927","FHM 1734 Norsminde",10.2613782,56.0256266
"928","FHM 1734 Norsminde",10.2613782,56.0256266
"929","FHM 1734 Norsminde",10.2613782,56.0256266
"930","FHM 1734 Norsminde",10.2613782,56.0256266
"931","FHM 1734 Norsminde",10.2613782,56.0256266
"932","FHM 1734 Norsminde",10.2613782,56.0256266
"933","FHM 1734 Norsminde",10.2613782,56.0256266
"934","FHM 1734 Norsminde",10.2613782,56.0256266
"935","FHM 1734 Norsminde",10.2613782,56.0256266
"936","FHM 1734 Norsminde",10.2613782,56.0256266
"937","FHM 1734 Norsminde",10.2613782,56.0256266
"938","FHM 1734 Norsminde",10.2613782,56.0256266
"939","FHM 1734 Norsminde",10.2613782,56.0256266
"940","FHM 1734 Norsminde",10.2613782,56.0256266
"941","FHM 1734 Norsminde",10.2613782,56.0256266
"942","FHM 1734 Norsminde",10.2613782,56.0256266
"943","FHM 1734 Norsminde",10.2613782,56.0256266
"944","FHM 1734 Norsminde",10.2613782,56.0256266
"945","FHM 1734 Norsminde",10.2613782,56.0256266
"946","FHM 1734 Norsminde",10.2613782,56.0256266
"947","FHM 1734 Norsminde",10.2613782,56.0256266
"948","FHM 1734 Norsminde",10.2613782,56.0256266
"949","FHM 1734 Norsminde",10.2613782,56.0256266
"950","FHM 1734 Norsminde",10.2613782,56.0256266
"951","FHM 1734 Norsminde",10.2613782,56.0256266
"952","FHM 1734 Norsminde",10.2613782,56.0256266
"953","FHM 1734 Norsminde",10.2613782,56.0256266
"954","FHM 1734 Norsminde",10.2613782,56.0256266
"955","FHM 1734 Norsminde",10.2613782,56.0256266
"956","FHM 1734 Norsminde",10.2613782,56.0256266
"957","FHM 1734 Norsminde",10.2613782,56.0256266
"958","FHM 1734 Norsminde",10.2613782,56.0256266
"959","FHM 1734 Norsminde",10.2613782,56.0256266
"960","FHM 1734 Norsminde",10.2613782,56.0256266
"961","FHM 1734 Norsminde",10.2613782,56.0256266
"962","FHM 1734 Norsminde",10.2613782,56.0256266
"963","FHM 1734 Norsminde",10.2613782,56.0256266
"964","FHM 1734 Norsminde",10.2613782,56.0256266
"965","FHM 1734 Norsminde",10.2613782,56.0256266
"966","FHM 1734 Norsminde",10.2613782,56.0256266
"967","FHM 1734 Norsminde",10.2613782,56.0256266
"968","FHM 1734 Norsminde",10.2613782,56.0256266
"969","FHM 1734 Norsminde",10.2613782,56.0256266
"970","FHM 1734 Norsminde",10.2613782,56.0256266
"971","FHM 2033 Tybrind Vig",9.8113108,55.3931632
"972","FHM 2033 Tybrind Vig",9.8113108,55.3931632
